,title,common_words
0,computer,"[('computer', 103), ('computers', 62), ('first', 47), ('memory', 35), ('may', 30), ('program', 30), ('machine', 29), ('devices', 29), ('programs', 27), ('used', 27), ('modern', 25), ('data', 24), ('instructions', 23), ('often', 20), ('electronic', 19), ('use', 19), ('called', 19), ('digital', 18), ('mechanical', 18), ('stored', 18)]"
